A,B,C,D
-15000.00,0.00,166931667.24,43743487.02
-15100.00,15253076.55,166931667.24,43743487.02
-15200.00,0.00,158670000.00,14725198.87
-15200.00,15836395.83,212544000.00,24957414.52
-15300.00,15836395.83,154980000.00,14725198.87
-15300.00,15836395.83,98154000.00,14725198.87
-15400.00,16092624.84,65207682.52,14725198.87
-15500.00,0.00,23741392.67,14725198.87
-17000.00,0.00,25735927.02,15962275.19
-16200.00,17749140.41,119200000.00,15962275.19
-16800.00,17084427.75,119200000.00,15962275.19
-16800.00,0.00,184000000.00,15962275.19
-16800.00,0.00,252800000.00,27054107.88
-16800.00,18440984.20,192000000.00,15962275.19
-16900.00,0.00,180955736.85,47418414.12
-15900.00,16446846.22,180955736.85,47418414.12
-16100.00,16446846.22,180955736.85,47418414.12
-16100.00,0.00,180955736.85,47418414.12
-16200.00,0.00,180955736.85,47418414.12
-16300.00,0.00,180955736.85,47418414.12
-16300.00,17084427.75,192000000.00,15962275.19
-16400.00,0.00,252800000.00,27054107.88
-16400.00,0.00,184000000.00,15962275.19
-16500.00,16446846.22,119200000.00,15962275.19
-16600.00,0.00,80424771.93,15962275.19
-16600.00,0.00,25735927.02,15962275.19
-18700.00,18940508.40,10053096.49,19984016.44
-17400.00,0.00,80424771.93,19984016.44
-18000.00,0.00,90792027.69,19984016.44
-18200.00,0.00,152053084.43,19984016.44
-18300.00,18940508.40,274400000.00,27054107.88
-18300.00,0.00,152053084.43,19984016.44
-18600.00,0.00,180955736.85,47418414.12
-17100.00,0.00,180955736.85,47418414.12
-17200.00,17084427.75,180955736.85,47418414.12
-17200.00,0.00,180955736.85,47418414.12
-17300.00,0.00,180955736.85,47418414.12
-17500.00,17749140.41,180955736.85,47418414.12
-17500.00,0.00,152053084.43,19984016.44
-17600.00,0.00,274400000.00,27054107.88
-17800.00,0.00,168000000.00,19984016.44
-17800.00,0.00,80424771.93,19984016.44
-17900.00,0.00,80424771.93,19984016.44
-18000.00,18384320.26,10053096.49,19984016.44
-23200.00,22847390.96,10053096.49,19984016.44
-19300.00,0.00,61575216.01,19984016.44
-21400.00,21436572.26,90792027.69,19984016.44
-21700.00,21436572.26,180955736.85,19984016.44
-22100.00,22128416.04,300600000.00,27054107.88
-22500.00,22128416.04,152053084.43,19984016.44
-22800.00,22128416.04,180955736.85,47418414.12
-18700.00,0.00,180955736.85,47418414.12
-18900.00,0.00,180955736.85,47418414.12
-19000.00,19523827.67,180955736.85,47418414.12
-19000.00,0.00,180955736.85,47418414.12
-19400.00,0.00,180955736.85,47418414.12
-19600.00,20134278.07,125663706.14,19984016.44
-19700.00,0.00,300600000.00,27054107.88
-19800.00,0.00,180955736.85,19984016.44
-19900.00,20134278.07,61575216.01,19984016.44
-20600.00,20771859.60,61575216.01,19984016.44
-20900.00,20771859.60,10053096.49,19984016.44
-25100.00,24366734.18,123162998.39,24180659.90
0,0,123162998.39,24180659.90
0,0,237582944.43,24180659.90
0,0,382844000.00,32735470.53
0,0,218956441.58,24180659.90
0,0,216832000.00,57376281.08
-23600,22847390.96,218956441.58,57376281.08
-24000,23593497,216832000.00,57376281.08
-24300,23593497,218956441.58,57376281.08
-24700,24366734.18,216832000.00,57376281.08
-25500,25167102.48,218956441.58,57376281.08
-25900,25167102.48,177144000.00,24180659.90
-26300,25994601.91,382844000.00,32735470.53
-26600,25994601.91,224092000.00,24180659.90
-27000,25994601.91,95348000.00,24180659.90
-27400,27730994.16,70664000.00,24180659.90
-27800,27730994.16,54495825.46,24180659.90
